OTU,ID
ASV1655,565691
ASV1271,565691
ASV3557,361902
ASV4032,264620
ASV2507,524318
ASV2650,4395734
ASV3086,933150
ASV1908,209573
ASV2686,499899
ASV0786,144059
ASV2139,809463
ASV2594,809463
ASV3262,854930
ASV0941,1090634
ASV0974,77498
ASV0755,892370
ASV2742,892370
ASV2305,892370
ASV2265,892370
ASV1281,55494
ASV1833,55494
ASV3450,55494
ASV2837,55494
ASV1118,1068470
ASV2350,1034564
ASV1035,1034564
ASV1573,588929
ASV1124,588929
ASV1237,588929
ASV0729,588929
ASV1922,73753
ASV2834,582754
ASV1087,582754
ASV3212,4302472
ASV2981,699027
ASV1862,699027
ASV1965,699027
ASV2471,699027
ASV3097,995583
ASV2620,952082
ASV2389,4417791
ASV2639,333235
ASV4052,574686
ASV2279,912669
ASV2996,1038865
ASV0739,999477
ASV0594,999477
ASV0401,999477
ASV1436,579475
ASV1020,131798
ASV0919,1088647
ASV0233,1088647
ASV2026,1088647
ASV1395,1088647
ASV3219,901995
ASV3145,1062123
ASV1905,4367455
ASV0955,291090
ASV1234,291090
ASV2510,896098
ASV2826,103229
ASV1471,165006
ASV1005,339013
ASV2000,827050
ASV2125,819699
ASV1543,820370
ASV0605,820370
ASV2824,952171
ASV1096,152730
ASV4485,681312
ASV0798,966231
ASV3408,760967
ASV1231,2400243
ASV3093,734687
ASV1624,818959
ASV1074,848824
ASV1191,139292
ASV3052,139292
ASV3508,139292
ASV3137,986534
ASV1514,986534
ASV3313,2255
ASV2210,4426270
ASV1973,578526
ASV2647,245345
ASV2033,4338511
ASV2816,3744574
ASV3546,830545
ASV4295,830545
ASV1469,704655
ASV0673,704655
ASV2063,526496
ASV0620,526496
ASV0285,526496
ASV2193,349929
ASV3321,531335
ASV1101,436314
ASV3581,32581
ASV3637,1544412
ASV4284,550890
ASV4723,4312980
ASV2484,4464192
ASV3044,4338598
ASV3009,639329
ASV1440,4359316
ASV0632,583656
ASV0644,336559
ASV2501,469382
ASV1545,867624
ASV6501,251381
ASV0011,251381
ASV0030,251381
ASV1901,568419
ASV2565,4406407
ASV2764,4406407
ASV2199,1040768
ASV4901,159560
ASV1375,159560
ASV1834,159560
ASV6057,159560
ASV2218,159560
ASV2496,548887
ASV0422,548887
ASV2057,1078167
ASV0879,1145540
ASV3094,1145540
ASV1686,1145540
ASV2380,605681
ASV2055,605681
ASV1988,2665096
ASV0801,345793
ASV2137,345793
ASV2263,227169
ASV2457,403318
ASV1360,4338742
ASV3915,991740
ASV2206,103802
ASV3820,641123
ASV2913,423264
ASV2505,1117404
ASV2854,277727
ASV1821,1048850
ASV1717,541252
ASV0148,651897
ASV0860,766989
ASV1912,3981263
ASV1156,1044212
ASV3077,219727
ASV2483,1098634
ASV0433,963825
ASV0811,963825
ASV3107,688528
ASV1714,290401
ASV3079,851113
ASV1204,1130804
ASV0528,577170
ASV1318,408706
ASV0429,1034645
ASV0574,1034645
ASV1113,1034645
ASV2353,1034645
ASV0548,1034645
ASV0217,261300
ASV0108,261300
ASV3456,261300
ASV1000,1088120
ASV1426,1088120
ASV1577,1088120
ASV0988,320892
ASV1251,2222
ASV1580,665869
ASV2209,314276
ASV1968,559454
ASV0765,573374
ASV1523,573374
ASV0661,1066621
ASV0177,1066621
ASV1203,1066621
ASV0382,1115061
ASV2580,1115061
ASV4290,82372
ASV3406,355277
ASV1159,559612
ASV0848,195157
ASV2217,195157
ASV3858,1065350
ASV2035,537775
ASV2991,1145153
ASV4009,227112
ASV1670,1079671
ASV2132,242384
ASV0805,358766
ASV2296,358766
ASV2721,565660
ASV0309,816282
ASV3992,73324
ASV2481,263605
ASV1057,4349379
ASV2868,4460358
ASV2711,1137744
ASV1172,973597
ASV1036,576308
ASV1738,576308
ASV2032,511461
ASV0273,511461
ASV0404,801568
ASV0257,4367489
ASV0645,2493172
ASV0646,252788
ASV1488,1052264
ASV1366,310558
ASV2292,713957
ASV1807,928574
ASV0608,586650
ASV0087,586650
ASV2171,586650
ASV2714,825156
ASV1202,851822
ASV1230,851822
ASV2281,976441
ASV2195,976441
ASV2470,976441
ASV0983,976441
ASV1775,1084080
ASV3681,4295251
ASV2106,576472
ASV3720,544105
ASV0166,549760
ASV1567,861780
ASV0499,710745
ASV1402,710745
ASV0781,710745
ASV1192,710745
ASV1307,710745
ASV1173,710745
ASV6049,710745
ASV6602,710745
ASV2971,710745
ASV2109,660633
ASV2852,306756
ASV0259,4420769
ASV4170,4420769
ASV0044,4420769
ASV1466,1052435
